client_id,visit_id,variation,minutes_spent
6116891,758681730_24615369593_219391,control,37
5390890,464497948_1721907962_672668,control,37
1918474,972619944_83815407511_405980,control,37
971861,75863128_69990227180_129887,control,37
4473948,254938064_93910014600_756846,control,37
3173931,67085055_26000061769_929532,test,37
7028952,73130862_86318856131_208288,control,37
1479488,475014574_16710611058_664649,test,37
7513678,330632603_94516272389_753020,test,37
1704232,172592231_57627087748_762517,control,37
3900521,873672869_54039279612_998808,control,37
2889627,680263791_75014813321_728749,test,37
1665286,12317259_94120766215_998053,control,37
9982215,927147494_46491596974_70523,test,37
2798149,875199795_74994836827_165102,test,37
859069,101392314_91331340315_841624,test,37
5617700,291720813_12189186743_879177,test,37
7778612,139068226_27738076073_802760,control,37
1718250,547295286_38667828873_323941,test,37
6314328,970390152_82462950196_796021,test,37
3944187,788310504_43729511339_713531,control,37
4538983,695517969_60813078634_305506,control,37
2987983,862621098_44570731827_550862,test,37
204784,185146124_92434949470_345074,test,37
869520,733363830_53400719890_79590,control,37
6556785,620001123_15393132598_658578,test,37
1867505,577543103_60587326656_802379,test,37
588424,956918492_55404683700_916417,test,37
3133688,929799333_92915833543_90343,test,37
7866968,410726374_16971879250_377157,test,37
117032,686544097_58525521020_203191,test,37
9038122,172487354_73071870051_172279,control,37
9935303,389130985_72055827305_820673,control,37
7255648,693018147_6810554859_224221,control,37
2897015,233701356_41654191202_931283,test,37
4345694,203892786_19362249665_484414,control,36
1337604,702868109_89954942174_458972,control,36
8675023,830428670_98817982476_695887,test,36
5775881,610404068_59987764750_31056,test,36
2821847,670915262_30301332568_838974,control,36
157852,2429908_87395395415_116724,control,36
5407437,91460102_64704494342_467296,control,36
848037,659292104_47494206332_988047,test,36
1610905,585002276_22837641211_56972,test,36
2763443,255021563_58683312127_270158,test,36
7822345,929726518_95764836148_579420,test,36
8329803,434206453_31873047592_636017,test,36
8956495,633031348_78286352364_785426,control,36
3734657,367165417_66965693494_434803,test,36
9243700,426832666_11081301618_905697,control,36
2879531,122388461_91845002120_508353,control,36
6339028,995510101_83493405976_126824,control,36
9484622,949773898_76028650532_247007,test,36
4271815,509677525_80493464814_74280,test,36
6911659,112762802_35142811054_599208,control,36
3290090,181389727_39817540313_856370,test,36
1041338,283602423_76047735711_881828,test,36
2177143,34615815_64271459312_944737,test,36
8600631,24849593_40254812109_793803,test,36
9364546,162417983_68672176523_760521,control,36
2105966,628475356_82604234150_957374,control,36
5689853,71144433_10156556474_990576,test,36
3275704,88666448_2560856675_367172,test,36
590304,703856462_58470618161_656013,test,36
670627,665230807_87847603605_269350,control,36
3069501,394425326_35312560762_471607,test,36
213006,407477511_33007440877_185275,test,36
3115710,634292705_43090883084_695186,control,36
8881406,399581469_96455506248_3265,control,36
4357556,598810158_15994112206_772131,test,36
7218482,842764685_10644243639_344102,test,36
1877074,938151961_77444856123_258392,test,36
9973919,547098999_25540692211_15320,test,36
7985857,224251213_79369353837_772755,control,36
8426615,807521375_37738262743_914416,test,36
9052277,654444776_54889555718_280968,test,36
8627900,96407848_21517092543_264148,test,36
6906248,864837725_16356628060_707895,test,36
8950912,224804697_40636109724_529947,test,36
1781226,213457143_88553824371_913048,control,36
2528365,411882448_45940718222_452685,test,36
8920170,687395848_31836052136_714198,test,36
3889245,146953764_81962457020_318453,test,36
2036837,36598957_41142133928_357673,control,36
802392,184977568_31653004312_958940,test,36
5823904,969444607_58980618883_793338,control,35
8446580,866078022_75847251057_443309,control,35
2398368,82107368_54516476876_608183,test,35
6798191,978336196_79706782008_330620,test,35
2200779,131804180_78041557069_529440,test,35
5916407,85136870_14488082006_499184,test,35
6253802,341394692_98822933627_198225,control,35
1325390,241362854_70831406675_501507,test,35
8571229,781965212_23617248186_884558,control,35
7287000,350799351_87306069775_851914,test,35
8894235,228110956_31605072229_125301,control,35
1193812,859313751_73348554749_633442,test,35
4237729,780778664_29418109819_119069,test,35
3897621,549498394_22208681836_444083,test,35
5405835,999644800_47156203422_525519,test,35
1992490,213642927_2944102313_42598,control,35
8510278,346946376_14263829808_227230,test,35
8012223,513220967_41760621577_209516,control,35
9161222,359746456_89609879012_486826,control,35
2903383,140003586_58425923029_763778,test,35
797410,487315202_45749033349_893537,test,35
6476776,173713565_43233863599_968751,control,35
3805582,508311177_67216055742_350196,test,35
925323,679792777_46554871245_417117,test,35
6103484,621488175_45426749933_512314,control,35
7800749,305963248_99242232472_199318,control,35
3281409,342893970_8082313530_990267,test,35
242833,151628311_51181467106_944150,control,35
8238658,133251483_74223153801_349755,control,35
2951968,407720282_50291503357_430386,test,35
5241101,645096897_93640642078_947565,test,35
7034253,794518192_60071030064_760130,control,35
4549261,461388189_44403497415_752125,test,35
3863719,454185807_78646454248_588727,control,35
9333117,193147789_25622017853_625776,control,35
8318115,295539359_15861824358_722878,test,35
628060,387306849_58926417488_550548,control,35
4476742,314860023_41005035751_204554,control,35
5358630,144218507_58144540941_838348,test,35
6941337,705338472_49155259305_725690,control,35
7241458,736866414_51232081583_922628,test,35
7000955,238356784_39869745812_564615,test,35
8431359,611592894_46949227070_257418,control,35
5418190,944143777_95708566316_750321,control,35
1535594,140512813_90259574999_559620,test,35
2941991,840320174_92582774624_514679,test,35
7559009,512155928_98911924729_585547,test,35
1042347,344176465_55215970293_922473,control,35
2601019,932291619_16524756985_744277,control,35
4853915,52057469_85612936079_269705,control,35
6930729,208488934_6739638624_403982,control,35
6545574,820487398_7918879407_71693,test,35
5889228,51862694_8202271855_916757,test,35
1186305,537735756_30391266039_26339,test,35
8031142,568857218_3338631826_400461,test,35
2442853,1623876_78263989826_226577,test,35
2515665,301472048_39906499325_939000,test,35
5001148,26420804_88137870373_83088,test,35
1852606,519321566_69062402640_684738,control,35
4726332,568767133_86145831198_328150,control,35
1539812,518574525_98090073476_338480,test,35
6124040,908847831_59619668590_509588,control,35
6917834,107308465_99903699378_206354,test,35
8058142,333234616_92196923324_399074,control,35
5559545,284676279_15922657090_83420,test,35
1952790,961878360_85895454962_607105,control,35
9482725,842827003_64016786217_864520,test,34
1253454,43035319_94863155238_919665,test,34
9390816,957237934_62730944201_460781,control,34
8646648,664830534_48518913494_833366,test,34
2601028,445255411_18660743841_9163,control,34
5977705,671273587_74718649459_346480,control,34
3696702,128887700_52165478378_897242,test,34
7428123,679559434_22247957898_797063,test,34
1115525,318677815_60281784530_446198,test,34
2413002,992078968_67619499229_417222,test,34
4442018,482569248_62017191667_52339,control,34
6979219,875557400_60397484383_107913,control,34
588240,361188663_49223353662_507258,control,34
9750590,21212065_60656799252_71821,test,34
6940180,585152857_44097013170_738455,control,34
5564018,482881346_34991558629_306641,test,34
2202333,710157060_42203083063_338888,test,34
5389637,68120754_49356175631_769614,control,34
8876607,992094566_31127581489_89747,control,34
3777764,798977124_75131903558_745086,control,34
8758404,263168392_14386382483_540745,test,34
143688,183908220_63182847843_478416,control,34
3668956,736549526_75479540183_393563,control,34
9056822,115199439_63118645290_870770,test,34
4054879,264988151_24928274420_358128,test,34
5301174,61356406_48058790712_830581,test,34
5230191,998649955_63008113905_433973,control,34
7458552,747016824_33762344327_1900,control,34
1830058,833048069_31145912336_859075,test,34
2671924,273309340_99175944139_60700,test,34
8104990,616002620_36454722850_187201,control,34
3145508,419447779_44890229052_673915,test,34
3996280,970729627_6413055444_171140,control,34
9537641,731580721_90116046297_20929,test,34
9829438,923209093_52642149345_96302,control,34
6430198,623355172_17094573965_466528,test,34
4569938,516301753_89321552944_495954,test,34
8369695,322843522_56802347741_827175,test,34
8456202,676552765_20552398347_976364,control,34
9173546,749753290_28721673798_143570,control,34
3350279,653738099_49333720679_572129,control,34
608749,68920578_31762706997_284456,test,34
1321246,466060936_19634052480_879228,control,34
7131214,530430100_10033717052_297356,test,34
6528518,853589389_54285067857_300575,test,34
9772694,31866898_72927641588_935724,test,34
8143922,435657288_36915985703_363551,test,34
4030138,495247830_52952637776_997132,test,34
9882516,55276889_46954389406_991578,test,34
6472452,171959656_38783811192_408730,control,34
6493653,136451370_24897002575_792356,test,34
6102190,30470591_61534136579_949493,test,34
4015993,662127426_29016872251_38311,test,34
663690,293971073_35061348461_593995,test,34
3298257,997702970_31704956605_269587,test,34
9724888,655488329_90469099779_449859,test,34
3040221,297547231_89540953946_257066,test,34
5242471,244756373_89145240430_873774,test,34
409953,677160691_96810605362_137304,control,33
2519037,597811725_74781171038_585903,test,33
678792,487106687_57618978880_85363,control,33
9497997,421145242_56957783620_401992,test,33
4805662,688062030_2068087774_232709,test,33
7626540,228594992_84359820082_314368,control,33
7477946,707128112_62792935509_291091,control,33
7188709,34144768_50389507837_538145,test,33
6879916,324689470_16263782726_730705,control,33
3183399,489278497_61485278800_660576,test,33
3501436,334176428_88098564016_958924,test,33
8780422,490700614_80190130993_560969,test,33
2781778,662227743_59333133820_941891,control,33
8348798,644274791_76882627791_467604,test,33
7825280,918094275_29526170691_35519,test,33
6253802,180934069_23099508750_540863,control,33
1025015,175778296_78843786353_746912,control,33
9337989,660224335_95940896440_829274,test,33
8502914,601191615_67181763925_589674,test,33
3638908,231924610_65807486176_33615,test,33
2248041,128951263_36740074512_576005,test,33
2809643,308161683_37294621909_699226,test,33
946577,478744010_40099668071_226198,control,33
1965826,624287413_74415439264_802711,control,33
4270083,722207396_16914472632_675963,control,33
4770939,884739218_39489634587_422559,test,33
4299021,566675181_14295865225_486722,test,33
1679331,956938604_96725965946_563929,control,33
237822,303571220_27654068923_790630,control,33
7467270,177456998_54368726718_637434,control,33
3614480,333128900_77741234871_833932,control,33
6061403,854850450_26340563466_715276,test,33
1177276,110263675_72301719917_206361,test,33
9031350,585732130_33076445617_475483,control,33
1906211,405817041_77153068032_78968,control,33
8421297,905374968_73322579958_89672,test,33
7546275,457495310_36799102193_527709,test,33
8694277,605578345_85227380264_839131,test,33
244941,283181079_48618529473_100990,test,33
4754082,75973911_41287922753_636227,control,33
4691855,72838098_98592921875_538391,test,33
3210992,615580075_65905641238_146564,test,33
2014514,77720139_42387537322_613653,control,33
2996810,336621910_40385050402_554376,test,33
6766787,769178835_86966738355_874499,test,33
12785,475801280_89400626798_718400,test,33
9935417,330205342_44977064244_584883,control,33
7787381,527477255_71593904379_894522,control,33
1491085,686968742_84535160754_887962,test,33
6368153,203524224_86276258841_677605,test,33
365525,702030849_16606919291_257832,test,33
8245264,694483650_26335836283_240693,test,33
1338488,911470842_84259329506_694519,test,33
5595824,782512439_52715344954_564286,test,33
7838471,684702683_52534206198_677942,control,33
6803483,120389930_6612073166_265170,test,33
2605179,886820190_20267680699_166986,control,33
7634525,175032599_64538134414_437174,test,33
2487872,575989069_4299182448_834360,control,33
6697932,241263020_54751959590_84526,test,33
1856397,989590814_76316179325_140264,test,33
9500922,552175708_12033828242_402609,control,33
8314951,121478705_77349376732_704294,test,33
1647318,664747843_67579131702_899455,control,33
3510156,219901525_98758446192_8790,control,33
7786674,49076256_34013642367_734723,test,33
3466102,501546673_38183410164_933686,control,33
9134207,184566346_78210434399_920666,test,33
9826940,181214016_86828356921_558641,control,33
709015,418198191_9162857705_740734,control,32
6608805,819708853_14347561168_756000,test,32
6147069,226334694_16098392709_419264,control,32
